time,ultrasonic,sheepCount
1585150582.378491,21,3
1585150582.441075,18,3
1585150582.503785,14,4
1585150582.566284,14,4
1585150582.628701,18,4
1585150582.691113,20,4
1585150582.753529,20,4
1585150582.816009,22,4
1585150582.878422,18,4
1585150582.940839,13,4
1585150583.003262,15,4
1585150583.065686,16,4
1585150583.128285,17,4
1585150583.190737,15,4
1585150583.253136,13,4
1585150583.315539,13,4
1585150583.378036,15,4
1585150583.440488,17,4
1585150583.502886,18,4
1585150583.565289,17,4
1585150583.627706,14,4
1585150583.690112,16,4
1585150583.752521,22,4
1585150583.814941,21,4
1585150583.877363,22,4
1585150583.939774,19,4
1585150584.002191,22,4
1585150584.064606,148,4
1585150584.127062,23,4
1585150584.189486,24,4
1585150584.251894,28,4
1585150584.314297,25,4
1585150584.376830,20,4
1585150584.439264,24,4
1585150584.501696,148,4
1585150584.564113,148,4
1585150584.626536,25,4
1585150584.688996,148,4
1585150584.751408,148,4
1585150584.813809,148,4
1585150584.876215,148,4
1585150584.938627,148,4
1585150585.001079,148,4
1585150585.063517,148,4
1585150585.126057,148,4
1585150585.188483,148,4
1585150585.250893,148,4
1585150585.313315,148,4
1585150585.375856,148,4
1585150585.438420,148,4
1585150585.500843,148,4
1585150585.563253,148,4
1585150585.625700,24,4
1585150585.688209,148,4
1585150585.750614,23,4
1585150585.813032,148,4
1585150585.875455,24,4
1585150585.937880,148,4
1585150586.000289,148,4
1585150586.062766,148,4
1585150586.125357,148,4
1585150586.188084,148,4
1585150586.250696,148,4
1585150586.313316,148,4
1585150586.375924,148,4
1585150586.438574,148,4
1585150586.501164,148,4
1585150586.563808,148,4
1585150586.626465,148,4
1585150586.689006,148,4
1585150586.751611,148,4
1585150586.814157,148,4
1585150586.876792,148,4
1585150586.939403,148,4
1585150587.002013,148,4
1585150587.064624,148,4
1585150587.127293,148,4
1585150587.189923,148,4
1585150587.252551,148,4
1585150587.315158,148,4
1585150587.377798,148,4
1585150587.440319,148,4
1585150587.502724,148,4
1585150587.565201,148,4
1585150587.627671,148,4
1585150587.690087,148,4
1585150587.752532,148,4
1585150587.814961,148,4
1585150587.877376,148,4
1585150587.939784,148,4
1585150588.002191,148,4
1585150588.064634,148,4
1585150588.127068,148,4
1585150588.189489,148,4
1585150588.251914,148,4
1585150588.314333,148,4
1585150588.376848,148,4
1585150588.439260,148,4
1585150588.501664,148,4
1585150588.564075,148,4
1585150588.626519,148,4
1585150588.689003,148,4
1585150588.751408,148,4
1585150588.813813,148,4
1585150588.876223,148,4
1585150588.938634,148,4
1585150589.001083,148,4
1585150589.063503,148,4
1585150589.125902,148,4
1585150589.188390,148,4
1585150589.250837,148,4
1585150589.313325,148,4
1585150589.375778,148,4
1585150589.438282,148,4
1585150589.500684,148,4
1585150589.563097,148,4
1585150589.625546,148,4
1585150589.688025,148,4
1585150589.750435,148,4
1585150589.812843,148,4
1585150589.875260,148,4
1585150589.937718,148,4
1585150590.000130,148,4
1585150590.062533,148,4
1585150590.124943,148,4
1585150590.187348,148,4
1585150590.249800,148,4
1585150590.312226,148,4
1585150590.374742,148,4
1585150590.437243,148,4
1585150590.499785,148,4
1585150590.562415,148,4
1585150590.624950,148,4
1585150590.687572,148,4
1585150590.750155,148,4
1585150590.812785,148,4
1585150590.875439,148,4
1585150590.938037,148,4
1585150591.000645,148,4
1585150591.063265,148,4
1585150591.125857,148,4
1585150591.188523,148,4
1585150591.251118,148,4
1585150591.313725,148,4
1585150591.376394,148,4
1585150591.439147,148,4
1585150591.502098,148,4
1585150591.564565,148,4
1585150591.627032,148,4
1585150591.689429,148,4
1585150591.751795,148,4
1585150591.814157,148,4
1585150591.876513,148,4
1585150591.939178,148,4
1585150592.001745,148,4
1585150592.064346,148,4
1585150592.126943,148,4
1585150592.189539,148,4
1585150592.252196,148,4
1585150592.314775,148,4
1585150592.377268,148,4
1585150592.439723,148,4
1585150592.502168,148,4
1585150592.564586,148,4
1585150592.627102,148,4
1585150592.689515,148,4
1585150592.751929,28,4
1585150592.814346,27,4
1585150592.876825,148,4
1585150592.939267,148,4
1585150593.001676,148,4
1585150593.064097,24,4
1585150593.126507,21,4
1585150593.188943,21,4
1585150593.251339,19,4
1585150593.313955,148,4
1585150593.376581,148,4
1585150593.439225,148,4
1585150593.501893,148,4
1585150593.564382,148,4
1585150593.626870,148,4
1585150593.689295,148,4
1585150593.751934,148,4
1585150593.814428,148,4
1585150593.876906,148,4
1585150593.939359,148,4
1585150594.001777,148,4
1585150594.064182,148,4
1585150594.126587,148,4
1585150594.189082,148,4
1585150594.251498,148,4
1585150594.313922,148,4
1585150594.376336,148,4
1585150594.438798,148,4
1585150594.501234,148,4
1585150594.563647,148,4
1585150594.626057,148,4
1585150594.688453,148,4
1585150594.750850,148,4
1585150594.813256,148,4
1585150594.875713,148,4
1585150594.938265,148,4
1585150595.000682,148,4
1585150595.063073,148,4
1585150595.125480,148,4
1585150595.187940,148,4
1585150595.250346,148,4
1585150595.312750,148,4
1585150595.375255,148,4
1585150595.437725,148,4
1585150595.500204,148,4
1585150595.562635,148,4
1585150595.625044,148,4
1585150595.687454,148,4
1585150595.749853,148,4
1585150595.812260,148,4
1585150595.874657,148,4
1585150595.937114,148,4
1585150595.999633,148,4
1585150596.062209,148,4
1585150596.124820,148,4
1585150596.187438,148,4
1585150596.250064,148,4
1585150596.312642,148,4
1585150596.375232,148,4
1585150596.437830,148,4
1585150596.500413,148,4
1585150596.563040,148,4
1585150596.625620,148,4
1585150596.688260,148,4
1585150596.750833,148,4
1585150596.813473,148,4
1585150596.876113,148,4
1585150596.938713,148,4
1585150597.001215,148,4
1585150597.063828,148,4
1585150597.126399,148,4
1585150597.189020,148,4
1585150597.251597,148,4
1585150597.314071,148,4
1585150597.376462,148,4
1585150597.438867,148,4
1585150597.501312,148,4
1585150597.563736,148,4
1585150597.626161,148,4
1585150597.688571,148,4
1585150597.750974,148,4
1585150597.813366,148,4
1585150597.875768,148,4
1585150597.938258,148,4
1585150598.000649,148,4
1585150598.063042,148,4
1585150598.125454,148,4
1585150598.187868,148,4
1585150598.250274,148,4
1585150598.312661,148,4
1585150598.375067,148,4
1585150598.437494,148,4
1585150598.499893,148,4
1585150598.562327,148,4
1585150598.624747,148,4
1585150598.687151,148,4
1585150598.749668,148,4
1585150598.812070,148,4
1585150598.874466,148,4
1585150598.936933,148,4
1585150598.999354,148,4
1585150599.061788,148,4
1585150599.124203,148,4
1585150599.186604,148,4
1585150599.249006,148,4
1585150599.311410,148,4
1585150599.373816,148,4
1585150599.436216,148,4
1585150599.498616,148,4
1585150599.561028,148,4
1585150599.623445,148,4
1585150599.685864,148,4
1585150599.748348,148,4
1585150599.810758,148,4
1585150599.873155,148,4
1585150599.935551,148,4
1585150599.998023,148,4
1585150600.060426,148,4
1585150600.122827,148,4
1585150600.185210,148,4
1585150600.247646,148,4
1585150600.310157,148,4
1585150600.372710,148,4
1585150600.435496,148,4
1585150600.498303,148,4
1585150600.560751,148,4
1585150600.623361,148,4
1585150600.686049,148,4
1585150600.748681,148,4
1585150600.811282,148,4
1585150600.873858,148,4
1585150600.936417,148,4
1585150600.999101,148,4
1585150601.061745,148,4
1585150601.124391,148,4
1585150601.186928,148,4
1585150601.249498,148,4
1585150601.312137,148,4
1585150601.374711,148,4
1585150601.437280,148,4
1585150601.499853,148,4
1585150601.562426,148,4
1585150601.624964,148,4
1585150601.687581,148,4
1585150601.750183,148,4
1585150601.812673,148,4
1585150601.875092,148,4
1585150601.937527,148,4
1585150601.999925,148,4
1585150602.062357,148,4
1585150602.124764,148,4
1585150602.187158,148,4
1585150602.249551,148,4
1585150602.311949,148,4
1585150602.374353,148,4
1585150602.436813,148,4
1585150602.499215,148,4
1585150602.561618,148,4
1585150602.624018,148,4
1585150602.686421,148,4
1585150602.748833,148,4
1585150602.811244,148,4
1585150602.873650,148,4
1585150602.936060,148,4
1585150602.998468,148,4
1585150603.060867,148,4
1585150603.123256,148,4
1585150603.185674,148,4
1585150603.248189,148,4
1585150603.310621,148,4
1585150603.373024,148,4
1585150603.435419,148,4
1585150603.497815,148,4
1585150603.560228,148,4
1585150603.622664,148,4
1585150603.685067,148,4
1585150603.747487,148,4
1585150603.809918,148,4
1585150603.872338,148,4
1585150603.934855,148,4
1585150603.997312,148,4
1585150604.059714,148,4
1585150604.122115,148,4
1585150604.184518,148,4
1585150604.246960,148,4
1585150604.309361,148,4
1585150604.371788,148,4
1585150604.434179,148,4
1585150604.496587,148,4
1585150604.559029,148,4
1585150604.621432,148,4
1585150604.683817,148,4
1585150604.746214,148,4
1585150604.808630,148,4
1585150604.871050,148,4
1585150604.933469,148,4
1585150604.995940,148,4
1585150605.058443,148,4
1585150605.120885,148,4
1585150605.183399,148,4
1585150605.246037,148,4
1585150605.308624,148,4
1585150605.371174,148,4
1585150605.433880,148,4
1585150605.496416,148,4
1585150605.558998,148,4
1585150605.621574,148,4
1585150605.684139,148,4
1585150605.746813,148,4
1585150605.809394,148,4
1585150605.872093,148,4
1585150605.934586,148,4
1585150605.997225,148,4
1585150606.059843,148,4
1585150606.122412,148,4
1585150606.184937,148,4
1585150606.247501,148,4
1585150606.310070,148,4
1585150606.372671,148,4
1585150606.435232,148,4
1585150606.497830,148,4
1585150606.560410,16,4
1585150606.622988,148,4
1585150606.685553,148,4
1585150606.748199,23,4
1585150606.810805,23,4
1585150606.873370,26,4
1585150606.936027,148,4
1585150606.998589,30,4
1585150607.061178,27,4
1585150607.123850,31,5
1585150607.186434,27,5
1585150607.248970,27,5
1585150607.311557,28,5
1585150607.374104,161,5
1585150607.436885,28,5
1585150607.499462,29,5
1585150607.562067,24,5
1585150607.624793,20,5
1585150607.687404,16,5
1585150607.750033,16,5
1585150607.812518,17,5
1585150607.874986,519,5
1585150607.937441,10,5
1585150607.999879,12,5
1585150608.062339,18,5
1585150608.124755,29,5
1585150608.187164,24,5
1585150608.249575,28,5
1585150608.311976,29,5
1585150608.374404,30,5
1585150608.436905,29,5
1585150608.499330,33,5
1585150608.561745,31,5
1585150608.624143,148,5
1585150608.686547,30,5
1585150608.748945,148,5
1585150608.811351,148,5
1585150608.873747,148,5
1585150608.936174,148,5
1585150608.998585,148,5
1585150609.061002,148,5
1585150609.123415,148,5
1585150609.185825,148,5
1585150609.248323,148,5
1585150609.310720,148,5
1585150609.373108,148,5
1585150609.435522,148,5
1585150609.498055,148,5
1585150609.560529,148,5
1585150609.622939,148,5
1585150609.685347,148,5
1585150609.747756,148,5
1585150609.810154,148,5
1585150609.872563,31,5
1585150609.934968,29,5
1585150609.997379,29,5
1585150610.059806,148,5
1585150610.122234,148,5
1585150610.184640,148,5
1585150610.247058,148,5
1585150610.309515,148,5
1585150610.372023,148,5
1585150610.434464,148,5
1585150610.496932,148,5
1585150610.559345,148,5
1585150610.621792,148,5
1585150610.684192,148,5
1585150610.746585,148,5
1585150610.808990,148,5
1585150610.871392,148,5
1585150610.933789,148,5
1585150610.996182,148,5
1585150611.058599,148,5
1585150611.121012,148,5
1585150611.183432,148,5
1585150611.245891,148,5
1585150611.308453,148,5
1585150611.370882,148,5
1585150611.433286,148,5
1585150611.495718,148,5
1585150611.558280,148,5
1585150611.620740,148,5
1585150611.683257,148,5
1585150611.745856,148,5
1585150611.808469,148,5
1585150611.871117,148,5
1585150611.933683,148,5
1585150611.996274,148,5
1585150612.058857,148,5
1585150612.121483,148,5
1585150612.184111,148,5
1585150612.246752,148,5
1585150612.309330,148,5
1585150612.371909,148,5
1585150612.434491,148,5
1585150612.497075,148,5
1585150612.559655,148,5
1585150612.622243,148,5
1585150612.684819,148,5
1585150612.747418,148,5
1585150612.810026,148,5
1585150612.872605,148,5
1585150612.935308,148,5
1585150612.998066,148,5
1585150613.060679,148,5
1585150613.123256,148,5
1585150613.185873,148,5
1585150613.248558,148,5
1585150613.311130,148,5
1585150613.373698,148,5
1585150613.436319,148,5
1585150613.498925,148,5
1585150613.561645,148,5
1585150613.624337,148,5
1585150613.687026,148,5
1585150613.749654,148,5
1585150613.812274,148,5
1585150613.874939,148,5
1585150613.937572,148,5
1585150614.000210,148,5
1585150614.062859,148,5
1585150614.125464,148,5
1585150614.188284,148,5
1585150614.250926,148,5
1585150614.313582,148,5
1585150614.376278,148,5
1585150614.438930,148,5
1585150614.501548,148,5
1585150614.564148,148,5
1585150614.626796,148,5
1585150614.689456,148,5
1585150614.752028,148,5
1585150614.814626,148,5
1585150614.877194,148,5
1585150614.939759,148,5
1585150615.002225,148,5
1585150615.064640,148,5
1585150615.127108,148,5
1585150615.189520,148,5
1585150615.251927,148,5
1585150615.314356,148,5
1585150615.376965,148,5
1585150615.439423,148,5
1585150615.501831,148,5
1585150615.564251,148,5
1585150615.626663,148,5
1585150615.689092,148,5
1585150615.751508,148,5
1585150615.813917,148,5
1585150615.876324,148,5
1585150615.938732,148,5
1585150616.001135,148,5
1585150616.063536,148,5
1585150616.125939,148,5
1585150616.188455,148,5
1585150616.250875,148,5
1585150616.313286,148,5
1585150616.375747,148,5
1585150616.438227,148,5
1585150616.500628,148,5
1585150616.563028,148,5
1585150616.625421,148,5
1585150616.687859,148,5
1585150616.750265,148,5
1585150616.812663,148,5
1585150616.875055,148,5
1585150616.937541,148,5
1585150617.000060,148,5
1585150617.062502,148,5
1585150617.124974,148,5
1585150617.187403,148,5
1585150617.249807,148,5
1585150617.312220,148,5
1585150617.374644,148,5
1585150617.437084,148,5
1585150617.499507,148,5
1585150617.561910,148,5
1585150617.624307,148,5
1585150617.686757,148,5
1585150617.749178,148,5
1585150617.811606,148,5
1585150617.874057,148,5
1585150617.936452,148,5
1585150617.998850,148,5
1585150618.061244,148,5
1585150618.123662,148,5
1585150618.186105,148,5
1585150618.248499,148,5
1585150618.310921,148,5
1585150618.373341,148,5
1585150618.435762,148,5
1585150618.498368,148,5
1585150618.560774,148,5
1585150618.623171,24,5
1585150618.685564,148,5
1585150618.748042,148,5
1585150618.810491,148,5
1585150618.872890,148,5
1585150618.935297,22,5
1585150618.997690,150,5
1585150619.060103,17,5
1585150619.122539,15,5
1585150619.185073,164,5
1585150619.247678,10,5
1585150619.310250,11,5
1585150619.372833,17,5
1585150619.435409,17,6
1585150619.498109,16,6
1585150619.560700,18,6
1585150619.623279,16,6
1585150619.685848,13,6
1585150619.748511,10,6
1585150619.811094,12,6
1585150619.873596,14,6
1585150619.936201,16,6
1585150619.998796,19,6
1585150620.061386,18,6
1585150620.124029,148,6
1585150620.186599,148,6
1585150620.249197,148,6
1585150620.311796,148,6
1585150620.374345,148,6
1585150620.437064,148,6
1585150620.499692,148,6
1585150620.562281,148,6
1585150620.624819,148,6
1585150620.687472,148,6
1585150620.750045,148,6
1585150620.812615,148,6
1585150620.875184,148,6
1585150620.937773,148,6
1585150621.000375,148,6
1585150621.062917,148,6
1585150621.125514,148,6
1585150621.188134,148,6
1585150621.250728,148,6
1585150621.313217,148,6
1585150621.375631,148,6
1585150621.438117,148,6
1585150621.500522,148,6
1585150621.562954,148,6
1585150621.625357,148,6
1585150621.687823,148,6
1585150621.750223,148,6
1585150621.812625,148,6
1585150621.875031,148,6
1585150621.937504,148,6
1585150621.999928,148,6
1585150622.062345,148,6
1585150622.124747,148,6
1585150622.187147,148,6
1585150622.249620,148,6
1585150622.312038,148,6
1585150622.374429,148,6
1585150622.436899,148,6
1585150622.499331,148,6
1585150622.561798,148,6
1585150622.624213,148,6
1585150622.686619,148,6
1585150622.749009,148,6
1585150622.811403,148,6
1585150622.873860,148,6
1585150622.936268,148,6
1585150622.998676,148,6
1585150623.061104,148,6
1585150623.123509,148,6
1585150623.185900,148,6
1585150623.248396,148,6
1585150623.310794,148,6
1585150623.373198,148,6
1585150623.435599,148,6
1585150623.498119,148,6
1585150623.560533,148,6
1585150623.622946,148,6
1585150623.685362,148,6
1585150623.747901,148,6
1585150623.810623,148,6
1585150623.873144,148,6
1585150623.935589,148,6
1585150623.998100,148,6
1585150624.060521,148,6
1585150624.122933,148,6
1585150624.185352,148,6
1585150624.247768,148,6
1585150624.310174,148,6
1585150624.372574,148,6
1585150624.434979,148,6
1585150624.497389,148,6
1585150624.559870,148,6
1585150624.622306,148,6
1585150624.684751,148,6
1585150624.747198,148,6
1585150624.809640,148,6
1585150624.872084,148,6
1585150624.934496,148,6
1585150624.997099,148,6
1585150625.059737,148,6
1585150625.122304,255,6
1585150625.184833,148,6
1585150625.247415,148,6
1585150625.309991,148,6
1585150625.372536,148,6
1585150625.435281,148,6
1585150625.497854,148,6
1585150625.560364,148,6
1585150625.622765,148,6
1585150625.685178,148,6
1585150625.747612,148,6
1585150625.810084,148,6
1585150625.872484,148,6
1585150625.934878,148,6
1585150625.997283,148,6
1585150626.059702,148,6
1585150626.122150,148,6
1585150626.184572,148,6
1585150626.247035,148,6
1585150626.309442,148,6
1585150626.371843,148,6
1585150626.434210,148,6
1585150626.496585,148,6
1585150626.558955,148,6
1585150626.621333,148,6
1585150626.683720,148,6
1585150626.746098,148,6
1585150626.808463,148,6
1585150626.871160,148,6
1585150626.933721,148,6
1585150626.996309,148,6
1585150627.058922,148,6
1585150627.121520,148,6
1585150627.184119,148,6
1585150627.246772,148,6
1585150627.309374,148,6
1585150627.371941,148,6
1585150627.434598,148,6
1585150627.497184,148,6
1585150627.559813,148,6
1585150627.622443,148,6
1585150627.684936,148,6
1585150627.747374,148,6
1585150627.809849,148,6
1585150627.872297,148,6
1585150627.934730,148,6
1585150627.997202,148,6
1585150628.059608,148,6
1585150628.122043,148,6
1585150628.184493,148,6
1585150628.246901,148,6
1585150628.309322,148,6
1585150628.371735,148,6
1585150628.434167,148,6
1585150628.496655,148,6
1585150628.559079,148,6
1585150628.621491,148,6
1585150628.683901,148,6
1585150628.746314,148,6
1585150628.808780,148,6
1585150628.871214,148,6
1585150628.933629,148,6
1585150628.996041,148,6
1585150629.058438,148,6
1585150629.120881,148,6
1585150629.183290,148,6
1585150629.245692,148,6
1585150629.308176,148,6
1585150629.370601,148,6
1585150629.433046,148,6
1585150629.495453,148,6
1585150629.557857,148,6
1585150629.620266,148,6
1585150629.682658,148,6
1585150629.745048,148,6
1585150629.807491,148,6
1585150629.869911,148,6
1585150629.932328,148,6
1585150629.994731,148,6
1585150630.057141,148,6
1585150630.119548,148,6
1585150630.181953,148,6
1585150630.244365,148,6
1585150630.306863,148,6
1585150630.369386,148,6
1585150630.431846,148,6
1585150630.494261,148,6
1585150630.556674,148,6
1585150630.619086,148,6
1585150630.681493,148,6
1585150630.743889,148,6
1585150630.806352,148,6
1585150630.868780,148,6
1585150630.931204,148,6
1585150630.993601,148,6
1585150631.056088,148,6
1585150631.118539,148,6
1585150631.180933,148,6
1585150631.243384,148,6
1585150631.305794,148,6
1585150631.368277,149,6
1585150631.430676,161,6
1585150631.493083,27,6
1585150631.555570,21,6
1585150631.618150,17,6
1585150631.680696,21,6
1585150631.743302,18,7
1585150631.805871,16,7
1585150631.868552,17,7
1585150631.931153,17,7
1585150631.993759,18,7
1585150632.056345,18,7
1585150632.118952,26,7
1585150632.181587,20,7
1585150632.244175,21,7
1585150632.306833,18,7
1585150632.369423,16,7
1585150632.431999,14,7
1585150632.494568,12,7
1585150632.557146,13,7
1585150632.619715,13,7
1585150632.682284,14,7
1585150632.744815,14,7
1585150632.807297,7,7
1585150632.869710,17,7
1585150632.932185,164,7
1585150632.994617,26,7
1585150633.057030,27,7
1585150633.119434,28,7
1585150633.181831,148,7
1585150633.244234,26,7
1585150633.306672,25,7
1585150633.369064,148,7
1585150633.431485,25,7
1585150633.493901,25,7
1585150633.556326,25,7
1585150633.618737,148,7
1585150633.681179,148,7
1585150633.743648,25,7
1585150633.806102,28,7
1585150633.868532,31,7
1585150633.930942,148,7
1585150633.993364,148,7
1585150634.055796,148,7
1585150634.118357,148,7
1585150634.180788,148,7
1585150634.243230,148,7
1585150634.305648,148,7
1585150634.368151,148,7
1585150634.430626,148,7
1585150634.493054,148,7
1585150634.555492,148,7
1585150634.617903,148,7
1585150634.680312,148,7
1585150634.742758,148,7
1585150634.805156,148,7
1585150634.867562,148,7
1585150634.929977,148,7
1585150634.992409,148,7
1585150635.054862,148,7
1585150635.117335,148,7
1585150635.179750,148,7
1585150635.242156,148,7
1585150635.304667,148,7
1585150635.367232,148,7
1585150635.429785,148,7
1585150635.492476,148,7
1585150635.555055,148,7
1585150635.617650,148,7
1585150635.680225,148,7
1585150635.742804,148,7
1585150635.805353,148,7
1585150635.867791,148,7
1585150635.930401,148,7
1585150635.992960,148,7
1585150636.055558,148,7
1585150636.118312,148,7
1585150636.180935,148,7
1585150636.243512,148,7
1585150636.306092,148,7
1585150636.368637,148,7
1585150636.431225,148,7
1585150636.493725,148,7
1585150636.556198,148,7
1585150636.618614,148,7
1585150636.681022,148,7
1585150636.743425,148,7
1585150636.805816,148,7
1585150636.868324,148,7
1585150636.930732,148,7
1585150636.993142,148,7
1585150637.055553,148,7
1585150637.118036,148,7
1585150637.180504,148,7
1585150637.242908,148,7
1585150637.305328,148,7
1585150637.367727,148,7
1585150637.430131,148,7
1585150637.492518,148,7
1585150637.554922,148,7
1585150637.617317,148,7
1585150637.679742,148,7
1585150637.742159,148,7
1585150637.804580,148,7
1585150637.867034,148,7
1585150637.929474,148,7
1585150637.991881,148,7
1585150638.054283,148,7
1585150638.116674,148,7
1585150638.179089,148,7
1585150638.241511,148,7
1585150638.303951,148,7
1585150638.366397,148,7
1585150638.428808,148,7
1585150638.491214,148,7
1585150638.553629,148,7
1585150638.616060,148,7
1585150638.678503,148,7
1585150638.740905,148,7
1585150638.803304,148,7
1585150638.865704,148,7
1585150638.928243,148,7
1585150638.990643,148,7
1585150639.053047,148,7
1585150639.115498,148,7
1585150639.177938,148,7
1585150639.240365,148,7
1585150639.302779,148,7
1585150639.365219,148,7
1585150639.427736,148,7
1585150639.490306,148,7
1585150639.552836,148,7
1585150639.615483,148,7
1585150639.678259,148,7
1585150639.740889,148,7
1585150639.803451,148,7
1585150639.866067,148,7
1585150639.928614,148,7
1585150639.991176,148,7
1585150640.053766,148,7
1585150640.116341,148,7
1585150640.178911,148,7
1585150640.241482,148,7
1585150640.304092,148,7
1585150640.366677,148,7
1585150640.429273,148,7
1585150640.491910,148,7
1585150640.554544,148,7
1585150640.617144,148,7
1585150640.679790,148,7
1585150640.742374,148,7
1585150640.804857,148,7
1585150640.867438,148,7
1585150640.929856,148,7
1585150640.992261,148,7
1585150641.054662,148,7
1585150641.117111,148,7
1585150641.179539,148,7
1585150641.241958,148,7
1585150641.304370,148,7
1585150641.366853,148,7
1585150641.429304,148,7
1585150641.491767,148,7
1585150641.554225,148,7
1585150641.616643,148,7
1585150641.679097,148,7
1585150641.741524,148,7
1585150641.803927,148,7
1585150641.866341,148,7
1585150641.928735,148,7
1585150641.991141,148,7
1585150642.053578,148,7
1585150642.116071,148,7
1585150642.178483,148,7
1585150642.240896,148,7
1585150642.303308,148,7
1585150642.365748,148,7
1585150642.428269,148,7
1585150642.490689,148,7
1585150642.553090,148,7
1585150642.615572,148,7
1585150642.678301,148,7
1585150642.740999,148,7
1585150642.803677,148,7
1585150642.866309,148,7
1585150642.928837,148,7
1585150642.991575,148,7
1585150643.054200,148,7
1585150643.116847,148,7
1585150643.179520,148,7
1585150643.242198,148,7
1585150643.304799,148,7
1585150643.367429,148,7
1585150643.430047,148,7
1585150643.492599,148,7
1585150643.555262,148,7
1585150643.618183,148,7
1585150643.680786,148,7
1585150643.743455,148,7
1585150643.806086,148,7
1585150643.868738,148,7
1585150643.931335,148,7
1585150643.993914,148,7
1585150644.056498,148,7
1585150644.119113,148,7
1585150644.181746,148,7
1585150644.244363,148,7
1585150644.306946,148,7
1585150644.369537,148,7
1585150644.432266,148,7
1585150644.494864,148,7
1585150644.557476,148,7
1585150644.620063,148,7
1585150644.682644,148,7
1585150644.745225,148,7
1585150644.807885,148,7
1585150644.870513,148,7
1585150644.933107,148,7
1585150644.995678,148,7
1585150645.058346,148,7
1585150645.120935,148,7
1585150645.183517,148,7
1585150645.246096,148,7
1585150645.308679,148,7
1585150645.371243,148,7
1585150645.433795,148,7
1585150645.496277,148,7
1585150645.558711,148,7
1585150645.621188,148,7
1585150645.683636,148,7
1585150645.746082,148,7
1585150645.808547,148,7
1585150645.870981,148,7
1585150645.933391,148,7
1585150645.995820,148,7
1585150646.058353,148,7
1585150646.120812,148,7
1585150646.183234,148,7
1585150646.245657,148,7
1585150646.308144,148,7
1585150646.370562,148,7
1585150646.432982,148,7
1585150646.495402,148,7
1585150646.557882,148,7
